bclist
Biochemistry reactions objects:
uuid	modDate	locked	id	name	abbreviation	cksum	equation	deltaG	deltaGErr	reversibility	thermoReversibility	defaultProtons	compartment_uuid	defaultTransproton
B01AAEAE-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03393	Octaprenyl-hydroxybenzoate decarboxylase	OPHBDC	''	cpd00067 + cpd03443 <=> cpd00011 + cpd03444	-0.1	0.661856	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B01C5EDE-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03394	rxn03394	rxn03394	''	cpd00005 + cpd00007 + cpd00067 + cpd03444 <=> cpd00001 + cpd00006 + cpd03445	-95.8267	1.31456	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B01F5A8A-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03392	rxn03392	rxn03392	''	cpd00005 + cpd00007 + cpd03441 <=> cpd00001 + cpd00006 + cpd03442	-95.4367	1.5848	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B021CA72-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03391	rxn03391	2HPMBQMTm	''	cpd00017 + cpd03440 <=> cpd00019 + cpd00067 + cpd03441	-19.42	2.22868	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B023CFAC-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03390	rxn03390	2HP6MPMOm	''	cpd00007 + cpd03439 <=> cpd00001 + cpd03440	-80.8267	1.92595	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B02568F8-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03389	rxn03389	rxn03389	''	cpd00017 + cpd03438 <=> cpd00019 + cpd00067 + cpd03439	-4.36	2.22091	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B02760B8-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03388	rxn03388	rxn03388	''	cpd00005 + cpd00007 + cpd00067 + cpd03437 <=> cpd00001 + cpd00006 + cpd03438	-95.8267	1.31456	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B02A249C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03387	Bilirubin beta-diglucuronide glucuronosohydrolase	Bilirubin beta-diglucuronide glucuronosohydrolase	''	(2) cpd00001 + (4) cpd00067 + cpd03428 <=> (2) cpd00164 + cpd03431	-21.586	5.04231	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B02C1F5E-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03386	rxn03386	rxn03386	''	cpd00002 + cpd00038 + cpd03422 + cpd03423 <=> cpd00008 + cpd00012 + cpd00126 + cpd03424	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B02F415C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03384	Uroporphyrinogen I carboxy-lyase	UPPDC2	''	(4) cpd00067 + cpd03414 <=> (4) cpd00011 + cpd03416	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B030E732-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03385	rxn03385	rxn03385	''	(6) cpd00013 + cpd02039 + cpd03421 <=> (7) cpd00001 + cpd03422	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B032FA90-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03383	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	''	cpd03389 + cpd03400 <=> cpd00036 + cpd00067 + cpd03398	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B034DFAE-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03382	O-Acetylhomoserine succinate-lyase (adding cysteine)	O-Acetylhomoserine succinate-lyase (adding cysteine)	''	cpd03389 + cpd03399 <=> cpd00029 + cpd00067 + cpd03398	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B036CEE0-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03380	L-Serine hydro-lyase (adding homocysteine)	L-Serine hydro-lyase (adding homocysteine)	''	cpd00054 + cpd03397 <=> cpd00001 + cpd03398	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0387132-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03381	rxn03381	rxn03381	''	(2) cpd03397 <=> (2) cpd00067 + cpd03405	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B039A8B8-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03379	Selenocystathionine L-homocysteine-lyase (deaminating)	Selenocystathionine L-homocysteine-lyase (deaminating)	''	cpd00001 + cpd03398 <=> cpd00013 + cpd00020 + cpd03397	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B03BBF54-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03377	rxn03377	rxn03377	''	cpd03389 <=> cpd03404	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B03C87EA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03378	Se-Adenosylselenohomocysteine hydrolase	Se-Adenosylselenohomocysteine hydrolase	''	cpd00001 + cpd03393 <=> cpd00182 + cpd03397	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B03E2712-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03376	rxn03376	rxn03376	''	cpd00532 + cpd03389 <=> cpd00067 + cpd03403	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B03FB42E-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03375	rxn03375	rxn03375	''	(2) cpd03389 <=> (2) cpd00067 + cpd03402	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B040E63C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03373	ATP:sulfate adenylyltransferase	ATP:sulfate adenylyltransferase	''	cpd00002 + cpd03396 <=> cpd00012 + cpd03388	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B042A9EA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:06	0	rxn03374	Selenocystathionine Lysteine-lyase (deaminating)	Selenocystathionine Lysteine-lyase (deaminating)	''	cpd00001 + cpd03398 <=> cpd00013 + cpd00094 + cpd03389	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B044D6DE-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03372	ATP:adenylylsulfate 3'-phosphotransferase	ATP:adenylylsulfate 3'-phosphotransferase	''	cpd00002 + cpd03388 <=> cpd00008 + cpd00067 + cpd03395	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B046CF34-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03371	AMP,sulfite:(acceptor) oxidoreductase	AMP,sulfite:(acceptor) oxidoreductase	''	cpd00018 + cpd00109 + cpd03387 <=> (2) cpd00067 + cpd00110 + cpd03388	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0493602-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03370	rxn03370	rxn03370	''	cpd03382 <=> cpd03383	5.9	1.48013	=	<	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B04A01C2-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03369	rxn03369	rxn03369	''	cpd00167 + cpd03379 <=> cpd00046 + cpd00067 + cpd03384	10000000	10000000	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B04BF482-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03367	rxn03367	rxn03367	''	cpd00011 + cpd03365 <=> cpd00067 + cpd03367	4.09	0.595908	<	<	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B04D8216-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03368	rxn03368	rxn03368	''	cpd00005 + cpd00067 + cpd03564 <=> cpd00006 + cpd03375	-5.22	1.06983	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B04F88AE-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03366	rxn03366	rxn03366	''	cpd00001 + cpd00006 + cpd03365 <=> cpd00005 + (2) cpd00067 + cpd03366	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B051ED56-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03365	rxn03365	rxn03365	''	cpd00001 + cpd00003 + cpd03365 <=> cpd00004 + (2) cpd00067 + cpd03366	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B054693C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03364	Quinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)	Quinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)	''	cpd00007 + cpd03771 <=> cpd00204 + cpd03364	10000000	1.99109	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B055F41E-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03363	rxn03363	rxn03363	''	cpd03363 <=> cpd00001 + cpd03373	-13.787	1.86119	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B05729BA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03362	Aryl-formylamine amidohydrolase	Aryl-formylamine amidohydrolase	''	cpd00001 + cpd03359 <=> cpd00047 + cpd00067 + cpd03362	-0.503	1.01133	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B05939F8-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03361	rxn03361	rxn03361	''	cpd00005 + cpd00067 + cpd02931 <=> cpd00006 + cpd03367	-11.73	1.26187	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B05B4CCA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03360	5-Hydroxykynurenamine decarboxy-lyase	5-Hydroxykynurenamine decarboxy-lyase	''	cpd00011 + cpd03349 <=> cpd00067 + cpd03362	3.09	0.5417	=	<	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B05CE1E8-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03359	5-Hydroxykynurenamine:oxygen	5-Hydroxykynurenamine:oxygen	''	cpd00007 + cpd03349 <=> cpd00013 + cpd00025 + cpd03350	-35.0397	1.95369	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B05EE632-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03357	rxn03357	rxn03357	''	cpd03346 <=> cpd03463	-30.58	0.653022	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B05FBA62-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03358	3-Hydroxykynurenamine:oxygen	3-Hydroxykynurenamine:oxygen	''	cpd00007 + cpd03347 <=> cpd00013 + cpd00025 + cpd03348	-35.0397	1.95369	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B061B876-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03356	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase	''	cpd00017 + cpd03346 <=> cpd00019 + cpd00067 + cpd03371	-4.36	2.22091	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B063A80C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03355	5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase	5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase	''	cpd00001 + cpd03345 <=> (3) cpd00067 + cpd03346	-24.603	0.537789	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0653492-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03354	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase	''	cpd00001 + cpd00003 + cpd03345 <=> cpd00004 + (2) cpd00067 + cpd03346	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0679C82-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03353	flavanone,NADPH:oxygen oxidoreductase	flavanone,NADPH:oxygen oxidoreductase	''	cpd00005 + cpd00007 + cpd00067 + cpd03344 <=> cpd00001 + cpd00006 + cpd03507	-95.8267	1.31456	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B06A7560-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03352	(2S)-flavan-4-ol:NADP+ 4-oxidoreductase	(2S)-flavan-4-ol:NADP+ 4-oxidoreductase	''	cpd00006 + cpd03504 <=> cpd00005 + cpd00067 + cpd03344	0.75	1.13993	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B06C8C9C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03351	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	''	cpd01481 + cpd03340 <=> cpd00014 + cpd03341	-1.7	0.632032	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B06E1C1A-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03350	rxn03350	rxn03350	''	cpd00882 <=> cpd03343	39.48	0.366072	<	<	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B06F033C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03348	rxn03348	rxn03348	''	cpd00004 + cpd00430 <=> cpd00003 + cpd03641	-74.42	1.45155	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B070C780-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03349	rxn03349	rxn03349	''	cpd00001 + cpd00006 + cpd00430 <=> cpd00005 + cpd03642	-50.413	1.51944	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0731184-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03347	rxn03347	rxn03347	''	cpd00001 + cpd03326 <=> cpd03327	-8.663	1.13385	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0744B62-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03346	L-Metanephrine:oxygen oxidoreductase (deaminating)	(flavin-containing)	''	cpd00001 + cpd00007 + cpd03317 <=> cpd00025 + cpd00187 + cpd03313	-23.1527	1.36253	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B076991C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03345	L-Normetanephrine:oxygen oxidoreductase (deaminating)	(copper-containing)	''	cpd00001 + cpd00007 + cpd03318 <=> cpd00013 + cpd00025 + cpd03313	-24.0227	1.03587	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B07905BC-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03344	3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase	3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase	''	cpd00001 + cpd00006 + cpd03313 <=> cpd00005 + (2) cpd00067 + cpd03314	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B07B7284-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03343	3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase	3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase	''	cpd00001 + cpd00003 + cpd03313 <=> cpd00004 + (2) cpd00067 + cpd03314	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B07DD740-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03342	3-Methoxytyramine:oxygen oxidoreductase (deaminating)	(copper-containing)	''	cpd00001 + cpd00007 + cpd03316 <=> cpd00013 + cpd00025 + cpd03311	-24.0227	1.03587	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0803508-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03341	3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase	3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase	''	cpd00001 + cpd00006 + cpd03311 <=> cpd00005 + (2) cpd00067 + cpd03312	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B082BC7E-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03340	3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase	3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase	''	cpd00001 + cpd00003 + cpd03311 <=> cpd00004 + (2) cpd00067 + cpd03312	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B08514D8-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03339	S-Adenosyl-L-methionine:catechol O-methyltransferase	S-Adenosyl-L-methionine:catechol O-methyltransferase	''	cpd00017 + cpd03310 <=> cpd00019 + cpd00067 + cpd03314	-4.36	2.22091	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0870E00-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03338	rxn03338	rxn03338	''	cpd00011 + cpd00067 + cpd03308 <=> cpd03330	11.74	0.910112	=	<	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0889CFC-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03337	5,6-Dihydroxyindole:oxygen oxidoreductase	5,6-Dihydroxyindole:oxygen oxidoreductase	''	cpd00007 + (2) cpd03308 <=> (2) cpd00001 + (2) cpd03309	-62.3137	5.39013	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B08A40FC-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03336	3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase	3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase	''	cpd00001 + cpd00006 + cpd03307 <=> cpd00005 + (2) cpd00067 + cpd03310	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B08CC034-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03335	3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase	3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase	''	cpd00001 + cpd00003 + cpd03307 <=> cpd00004 + (2) cpd00067 + cpd03310	-9.803	1.17612	=	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B08F1FFA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03334	S-Adenosyl-L-methionine:catechol O-methyltransferase	S-Adenosyl-L-methionine:catechol O-methyltransferase	''	cpd00017 + cpd03306 <=> cpd00019 + cpd00067 + cpd03321	-4.36	2.22091	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B091197C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03333	3,4-Dihydroxyphenylethyleneglycol:NAD+ oxidoreductase	3,4-Dihydroxyphenylethyleneglycol:NAD+ oxidoreductase	''	cpd00003 + cpd03306 <=> cpd00004 + cpd00067 + cpd03307	5.22	1.06983	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0931ECA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03331	rxn03331	rxn03331	''	cpd03301 <=> cpd00441 + cpd03302	-33.37	2.36481	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B094414C-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03332	rxn03332	rxn03332	''	cpd00074 + cpd03305 <=> cpd03301	2.496	0.933482	=	<	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B09570DA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03330	rxn03330	rxn03330	''	cpd00004 + cpd00067 + cpd02091 <=> cpd00003 + cpd03300	-6.22	1.09509	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B097779A-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03329	rxn03329	rxn03329	''	cpd00001 + cpd03299 <=> cpd00067 + cpd03460	-3.723	1.48752	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B09904F2-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03328	rxn03328	rxn03328	''	cpd00067 + cpd02091 <=> cpd00011 + cpd03052	-4.09	0.595908	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B09AA640-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03327	rxn03327	rxn03327	''	cpd00007 + cpd03295 <=> (2) cpd00001 + cpd03296	-98.7397	2.24837	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B09C4694-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03326	L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming,	valine-inverting)	''	cpd00001 + (3) cpd00002 + cpd00084 + cpd00156 + cpd00705 <=> (3) cpd00012 + (3) cpd00018 + cpd03295	-23.803	2.21668	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B09FB004-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03325	Acyl-CoA:isopenicillin N N-acyltransferase	Acyl-CoA:isopenicillin N N-acyltransferase	''	cpd00001 + cpd00452 + cpd03296 <=> cpd00010 + cpd00067 + cpd00705 + cpd03292	-5.757	1.20727	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0A28770-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03324	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase	HICITDm	''	cpd00003 + cpd03372 <=> cpd00004 + cpd00067 + cpd03287	6.22	1.09509	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0A4C102-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03323	rxn03323	rxn03323	''	cpd00001 + (2) cpd00067 + cpd03280 <=> cpd00011 + cpd00013 + cpd03281	11.217	1.71488	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0A75124-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03322	22beta-Hydroxycholesterol:oxygen oxidoreductase	(side-chain-cleaving)	''	cpd00005 + cpd00007 + cpd00067 + cpd03276 <=> cpd00001 + cpd00006 + cpd03275	-95.8067	1.3123	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0AAC318-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03321	20alpha-Hydroxycholesterol:oxygen oxidoreductase	(side-chain-cleaving)	''	cpd00005 + cpd00007 + cpd00067 + cpd03274 <=> cpd00001 + cpd00006 + cpd03275	-94.3867	1.28103	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0AD9624-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03320	20alpha-Hydroxycholesterol,hydrogen-donor:oxygen oxidoreductase	(17-alpha-hydroxylating)	''	cpd00005 + cpd00007 + cpd00067 + cpd03274 <=> cpd00001 + cpd00006 + cpd03273	-95.5167	1.35388	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0B0643A-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03319	11-Deoxycortisol delta5-delat4-isomerase	11-Deoxycortisol delta5-delat4-isomerase	''	cpd00005 + cpd00067 + cpd03268 <=> cpd00006 + cpd03267	-0.75	1.13993	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0B267BC-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03318	17alpha,21-Dihydroxypregnenolone:oxygen oxidoreductase	(11-hydroxylating)	''	cpd00005 + cpd00007 + cpd00067 + cpd03267 <=> cpd00001 + cpd00006 + cpd03269	-96.1867	1.35632	>	>	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0B520C4-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03317	11-Deoxycortisol delta5-delat4-isomerase	11-Deoxycortisol delta5-delat4-isomerase	''	cpd00004 + cpd00067 + cpd03268 <=> cpd00003 + cpd03267	-0.75	1.13993	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0B72216-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03316	Pregnanediol:NAD+ oxidoreductase	Pregnanediol:NAD+ oxidoreductase	''	cpd00003 + cpd03265 <=> cpd00004 + cpd00067 + cpd03261	3.76	1.07969	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0B92A3E-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03315	3alpha-Hydroxy-5beta-pregnane-20-one:NADP+ oxidoreductase	(B-specific)	''	cpd00006 + cpd03261 <=> cpd00005 + cpd00067 + cpd03260	2.3	1.11438	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0BB3162-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03314	3alpha-Hydroxy-5beta-pregnane-20-one:NAD+ oxidoreductase	(B-specific)	''	cpd00003 + cpd03261 <=> cpd00004 + cpd00067 + cpd03260	2.3	1.11438	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
B0BD25DA-5E5F-11E1-9EC2-C7374BC191FA	2012-02-23 20:48:07	0	rxn03313	3alpha,20alpha,21-Trihydroxy-5beta-pregnane-11-one:NAD+	oxidoreductase	''	cpd00003 + cpd03264 <=> cpd00004 + cpd00067 + cpd03259	3.76	1.07969	=	=	0	61898328-5E5F-11E1-9EC2-C7374BC191FA	0
